start time,region,arch,state,workflow,function 1 runtime (ms),function 2 runtime (ms),function 3 runtime (ms),total runtime (ms)
211211 16,us-east-2,x86,warm,154,191575,180129,527870,899574
211211 16,us-east-2,x86,warm,155,181864,181254,398449,761567
211211 16,us-east-2,x86,warm,156,175454,180487,382662,738603
211211 16,us-east-2,x86,warm,157,,179284,450255,629539
211211 16,us-east-2,x86,warm,158,181140,178226,464382,823748
211211 17,us-east-2,x86,warm,159,,177984,497050,675034
211211 17,us-east-2,x86,warm,160,180019,182168,503120,865307
211211 17,us-east-2,x86,warm,161,,179486,451753,631239
211211 17,us-east-2,x86,warm,162,177291,173188,438577,789056
211211 18,us-east-2,x86,warm,163,,174640,438325,612965
211211 18,us-east-2,x86,warm,164,180289,173359,451134,804782
211211 18,us-east-2,x86,warm,165,178327,175238,453265,806830
211211 18,us-east-2,x86,warm,166,,175591,385928,561519
211211 18,us-east-2,x86,warm,167,174928,177266,366203,718397
211211 19,us-east-2,x86,warm,168,,175754,372496,548250
211211 19,us-east-2,x86,warm,169,174064,176326,384863,735253
211211 19,us-east-2,x86,warm,170,,179560,502749,682309
